,a,b,c,d,e,f,g,h,i,j
634,90,298,386,879,733,364,915,8,969,62
635,183,882,318,883,575,907,841,903,444,220
636,124,671,256,133,737,268,406,74,122,287
637,350,582,90,746,993,780,856,707,483,896
638,228,483,352,442,37,592,751,8,943,76
639,243,229,123,210,875,104,771,684,337,229
640,416,241,503,145,595,246,579,805,479,739
641,762,776,911,522,377,113,50,274,440,77
642,716,524,681,884,508,481,471,277,804,218
643,742,444,331,188,825,515,206,544,712,266
644,151,17,624,446,593,764,68,696,285,943
645,262,693,105,685,0,106,129,646,72,418
646,467,897,178,859,260,340,585,410,205,159
647,908,46,51,848,427,742,935,670,741,993
648,385,504,726,299,63,984,868,658,610,47
649,651,709,716,517,867,693,410,735,860,312
650,823,359,293,412,513,79,159,694,97,581
651,177,48,248,68,135,328,686,915,193,209
652,685,618,547,289,835,865,916,575,720,428
653,995,446,469,337,78,75,71,364,304,786
654,262,573,503,120,168,630,975,984,253,420
655,608,962,868,293,444,493,73,606,839,630
656,899,757,496,844,470,884,915,686,707,207
657,268,731,910,451,942,545,467,958,691,292
658,838,34,146,770,739,678,193,638,828,706
659,835,916,793,174,704,686,793,957,299,505
660,785,531,579,223,699,161,420,577,444,856
661,596,543,426,988,745,498,720,991,950,385
662,397,277,100,878,162,483,938,541,551,143
663,324,798,225,809,449,745,689,300,919,855
664,470,695,174,175,118,775,979,101,490,142
665,994,878,461,244,574,355,692,354,847,163
666,80,955,922,192,993,158,847,710,339,187
667,876,581,381,767,908,206,885,119,827,831
668,816,815,259,786,528,988,699,187,731,539
669,481,122,724,727,828,950,291,674,755,118
670,993,987,370,141,589,3,273,667,327,212
671,79,123,102,248,305,451,290,704,980,400
672,377,34,130,420,549,677,123,698,728,372
673,496,318,94,143,576,42,298,357,736,574
674,42,289,84,984,982,86,502,251,230,467
675,170,684,716,281,944,670,840,889,452,901
676,534,496,70,756,783,19,887,220,918,231
677,719,244,844,641,147,427,864,980,506,861
678,519,910,130,431,417,399,858,615,102,587
679,532,623,281,359,839,291,318,212,648,705
680,327,484,734,339,950,283,875,619,31,654
681,645,680,253,854,845,124,209,609,659,365
682,836,808,447,946,929,673,611,823,988,639
683,383,946,829,728,274,444,373,831,29,662
684,339,909,144,831,374,19,350,777,846,179
685,485,397,16,555,461,618,244,440,622,834
686,774,772,466,9,258,502,490,21,58,370
687,534,870,660,536,932,416,145,439,166,781
688,747,744,417,608,790,565,130,642,112,606
689,51,212,599,174,174,319,387,312,412,970
690,376,218,659,793,697,499,941,797,576,946
691,451,910,698,808,634,52,207,672,553,725
692,104,268,220,62,931,563,0,297,579,439
693,864,617,855,374,26,177,315,549,661,796
694,121,115,982,626,326,593,823,270,605,875
695,55,405,665,797,983,152,416,509,82,948
696,793,736,663,971,874,749,602,438,16,441
697,647,877,224,345,692,926,573,890,61,93
698,842,218,57,735,330,834,918,838,763,292
699,611,590,783,986,914,727,295,912,897,189
700,25,810,808,256,534,530,422,931,666,329
701,232,614,569,634,159,27,830,654,555,989
702,709,559,118,423,748,290,700,344,504,483
703,135,641,913,194,435,534,542,423,960,232
704,596,714,839,995,701,666,60,165,962,191
705,738,664,432,424,655,446,838,513,256,140
706,282,261,638,478,524,202,190,988,21,363
707,916,393,256,103,733,659,845,186,101,72
708,825,928,657,761,342,229,290,118,362,171
709,67,434,895,385,3,698,202,528,503,69
710,418,352,975,161,104,514,378,425,218,571
711,431,179,831,125,191,64,535,685,406,193
712,661,756,654,754,581,974,602,731,754,455
713,388,234,102,59,47,468,768,140,775,361
714,744,893,823,953,942,629,532,742,100,833
715,48,145,701,555,640,755,491,624,708,572
716,240,303,258,166,427,82,407,133,445,140
717,63,507,326,827,247,186,441,370,223,306
718,444,329,110,703,599,287,306,59,365,103
719,676,788,305,146,340,107,650,50,382,153
720,348,821,334,626,596,28,308,918,452,263
721,261,330,316,598,781,450,205,811,945,85
722,707,9,165,35,122,520,161,769,681,506
723,370,841,568,889,824,561,617,866,53,46
724,286,314,419,975,955,503,998,986,20,461
725,576,909,835,722,838,547,373,11,480,147
726,456,809,538,477,961,426,180,57,674,214
727,959,354,299,80,464,585,250,748,130,119
728,259,279,807,635,442,851,843,121,786,988
729,903,567,69,121,855,429,595,22,886,236
730,250,145,130,833,536,311,531,688,211,738
731,645,227,542,720,364,292,349,250,833,826
732,62,496,725,375,457,305,814,303,959,397
733,42,816,99,591,303,875,568,931,973,88
734,615,128,221,761,82,777,964,573,708,213
735,392,367,92,28,488,83,250,889,213,341
736,369,556,186,629,765,596,835,885,918,149
737,438,381,793,390,54,976,661,477,860,226
738,273,653,691,690,100,204,263,187,456,381
739,502,920,198,971,789,736,866,540,438,595
740,728,652,397,712,194,943,974,127,322,639
741,978,567,147,161,992,868,577,581,436,167
742,445,59,457,763,321,395,833,513,793,559
743,682,814,67,709,959,136,491,14,86,80
744,755,388,400,578,961,467,459,192,193,413
745,284,452,607,827,667,292,10,766,757,512
746,394,910,311,942,334,304,953,768,481,409
747,469,303,324,476,465,427,752,844,318,22
748,255,285,477,274,274,714,200,124,767,234
749,102,155,321,20,329,834,628,812,240,231
750,301,24,25,111,729,201,384,397,480,228
751,846,117,460,241,143,124,28,620,643,752
752,353,263,43,804,659,420,131,277,770,564
753,77,676,775,448,958,304,649,558,488,782
754,193,376,905,401,80,366,439,426,239,170
755,115,879,413,763,277,89,120,30,947,197
756,279,883,860,218,950,351,527,638,527,407
757,956,848,851,157,539,837,86,795,473,869
758,699,693,539,365,628,296,782,185,790,36
759,164,483,349,592,836,653,533,334,788,773
760,558,861,267,239,620,96,324,934,588,708
761,409,102,481,636,710,77,447,350,919,44
762,876,13,464,103,740,139,414,206,730,416
763,634,397,370,702,168,138,611,556,311,994
764,908,517,21,837,423,790,631,145,911,200
765,92,633,774,800,125,558,828,588,681,486
766,603,450,692,515,354,475,734,984,801,95
767,822,870,328,849,488,817,800,810,901,67
768,519,769,399,90,53,632,687,216,894,70
769,695,346,442,62,782,847,822,349,843,834
770,363,640,571,411,788,988,838,35,472,130
771,923,21,818,927,494,170,85,300,363,766
772,746,350,638,831,639,301,264,842,450,510
773,90,155,430,706,849,690,202,412,299,213
774,388,975,334,46,132,809,379,169,761,876
775,260,458,565,100,994,448,172,984,840,471
776,473,555,567,334,393,288,550,601,772,302
777,478,527,614,260,442,834,857,335,200,854
778,643,788,245,898,516,388,54,580,834,327
779,243,731,971,367,82,561,831,850,795,501
780,848,141,774,665,885,601,93,31,880,704
781,1,964,471,542,952,799,342,319,99,589
782,231,945,904,565,987,296,2,884,776,101
783,860,17,605,294,642,416,397,508,811,988
784,33,977,38,833,260,442,678,977,770,740
785,482,270,172,186,264,90,351,999,692,586
786,717,947,235,703,327,887,950,230,464,450
787,364,752,991,438,728,167,200,907,661,535
788,269,206,455,926,186,5,952,713,51,146
789,679,28,799,470,959,60,54,379,488,124
790,48,822,659,2,648,936,26,552,74,717
791,368,675,917,236,11,297,927,917,524,866
792,623,614,630,484,522,625,898,593,430,464
793,591,213,464,780,466,857,709,866,652,741
794,720,571,712,471,803,78,598,962,429,428
795,84,115,804,415,971,73,324,562,202,440
796,44,808,766,385,964,842,709,349,43,504
797,288,432,672,551,522,173,618,661,961,480
798,158,370,672,943,962,255,646,483,231,943
799,267,351,429,857,269,778,687,182,322,691
800,167,710,773,264,341,642,802,198,681,657
801,257,880,610,183,529,550,229,444,142,767
802,96,314,631,708,281,957,571,414,549,960
803,36,794,402,746,225,212,745,435,666,674
804,96,478,767,145,939,693,206,138,568,171
805,618,373,794,338,602,971,509,95,963,502
806,156,870,63,813,36,369,134,1,145,909
807,453,642,537,787,661,222,830,115,316,886
808,933,227,288,400,85,198,728,324,847,530
809,736,137,59,674,665,382,397,267,979,653
810,931,395,81,193,939,41,677,365,521,592
811,404,932,917,214,707,420,142,747,738,140
812,453,299,516,484,501,270,903,824,366,874
813,253,201,631,921,45,775,31,162,561,448
814,636,707,376,488,38,405,505,547,6,740
815,31,489,663,18,790,525,984,255,943,686
816,167,891,216,218,48,293,691,218,463,594
817,316,835,906,6,110,917,414,392,707,413
818,77,330,421,45,185,605,258,287,800,980
819,762,137,569,346,244,510,191,945,405,408
820,970,559,870,257,497,982,875,467,500,60
821,208,913,683,64,333,939,83,749,855,28
822,870,90,78,300,550,446,993,225,632,468
823,139,743,174,351,526,185,895,624,389,54
824,956,122,522,57,161,850,919,579,817,147
825,738,728,880,426,963,211,750,680,649,628
826,113,499,938,759,759,922,847,416,763,141
827,517,594,324,36,608,439,326,900,209,758
828,946,230,328,991,961,585,359,332,210,665
829,946,256,121,167,145,536,827,885,534,213
830,35,751,699,677,476,807,617,601,516,608
831,689,230,622,184,830,121,25,398,223,163
832,596,532,479,534,38,240,404,92,543,521
833,934,681,286,667,35,226,55,455,409,947
834,341,489,321,803,511,322,702,583,615,154
835,931,42,958,955,931,11,755,544,621,166
836,836,169,146,264,257,82,196,780,504,260
837,450,1,857,477,273,239,495,83,422,774
838,304,894,839,798,543,168,735,261,52,603
839,899,635,595,348,981,258,960,486,300,230
840,644,197,880,845,664,50,165,49,976,425
841,674,780,343,505,235,763,332,477,52,723
842,666,120,999,372,197,779,14,498,589,148
843,316,33,583,340,105,753,336,710,560,912
844,795,980,278,310,70,901,893,319,130,287
845,549,899,481,153,650,98,517,754,893,20
846,618,303,877,631,464,548,12,517,208,776
847,508,877,146,23,566,125,599,454,60,653
848,636,130,798,351,23,611,784,834,807,408
849,556,787,167,442,657,784,224,94,759,939
850,297,931,407,792,285,289,259,936,190,125
851,474,39,324,380,204,398,389,865,523,970
852,171,734,992,191,835,308,765,727,625,378
853,599,814,287,219,272,767,648,418,226,181
854,307,395,357,49,771,698,655,690,969,705
855,940,510,261,310,615,579,864,736,677,922
856,459,55,990,21,11,853,1,503,149,418
857,496,373,4,823,701,686,720,579,474,210
858,729,430,147,335,503,628,102,706,96,838
859,568,498,11,175,552,538,408,339,660,291
860,18,440,238,667,454,716,151,254,861,339
861,102,177,812,432,649,707,322,259,758,407
862,401,602,884,596,263,309,660,655,138,317
863,81,737,719,239,982,776,783,408,487,381
864,253,541,123,825,124,627,508,712,929,455
865,151,366,77,638,908,383,875,397,600,238
866,674,485,33,647,483,378,535,679,492,92
867,463,756,459,777,928,27,287,194,192,713
868,419,1,423,461,178,839,592,706,457,949
869,554,1,604,676,491,688,744,693,99,443
870,240,756,322,821,44,575,449,400,255,269
871,936,807,545,965,875,66,500,478,60,547
872,958,122,948,353,6,958,992,849,266,199
873,435,953,528,397,400,258,439,539,544,390
874,863,490,765,79,865,835,687,687,462,909
875,745,11,69,942,786,372,14,843,205,447
876,691,432,690,859,8,13,946,881,739,722
877,499,539,893,702,547,542,195,472,102,216
878,136,73,334,41,132,623,134,956,646,644
879,989,323,843,838,722,689,48,483,414,592
880,594,456,781,903,536,913,604,227,934,728
881,476,765,554,690,890,269,983,131,963,593
882,138,610,253,631,265,485,213,774,799,826
883,53,543,711,576,966,397,108,535,403,913
884,285,653,167,347,527,996,520,520,398,123
885,554,871,347,73,117,77,292,380,829,708
886,529,839,681,947,69,107,410,37,857,850
887,246,92,163,521,113,286,847,12,406,841
888,445,290,287,750,153,869,822,913,211,513
889,976,480,614,744,10,805,486,375,581,250
890,506,880,411,385,755,77,719,910,684,722
891,727,667,138,7,312,634,317,726,816,352
892,900,281,929,259,525,561,70,385,302,41
893,454,285,554,909,1,209,982,891,577,19
894,418,115,662,439,681,976,281,349,131,324
895,199,352,250,249,102,479,367,699,467,467
896,568,908,913,926,909,830,197,327,310,467
897,176,465,104,11,142,89,108,338,375,239
898,410,958,679,626,608,817,301,614,539,215
899,160,41,592,676,271,675,884,49,468,311
900,233,474,756,317,180,340,319,765,66,407
901,144,695,94,161,132,10,199,898,440,362
902,868,155,902,249,434,147,470,375,700,28
903,15,326,474,59,565,233,12,301,972,363
904,445,785,93,848,894,157,459,756,43,939
905,968,325,754,461,698,785,613,855,761,642
906,333,326,75,446,162,954,605,828,163,970
907,580,903,366,37,282,74,716,260,367,323
908,10,196,420,884,50,741,185,585,190,898
909,168,221,80,742,34,451,427,862,696,572
910,23,290,742,8,172,404,395,557,334,552
911,461,801,199,318,495,394,352,136,758,832
912,467,730,977,818,981,74,522,880,547,578
913,475,656,330,577,999,423,586,609,495,774
914,254,517,108,699,117,744,52,987,564,997
915,110,796,787,157,83,867,124,254,232,494
916,232,380,266,683,596,484,65,959,237,420
917,432,604,246,379,592,994,59,388,386,295
918,438,300,996,0,10,332,581,871,952,673
919,964,619,975,860,644,263,887,26,184,127
920,71,881,35,527,756,964,512,866,236,407
921,316,259,10,877,882,724,668,773,495,876
922,886,985,379,505,778,541,222,150,508,426
923,17,366,960,491,578,316,673,148,663,404
924,151,675,658,995,901,426,206,182,738,751
925,220,994,134,454,927,669,319,628,434,99
926,174,703,284,209,401,302,309,684,654,507
927,980,883,958,538,203,933,823,964,233,668
928,293,957,796,12,735,619,111,292,92,141
929,780,990,76,501,501,891,947,183,542,573
930,999,125,917,455,987,794,934,803,809,285
931,89,627,406,316,866,758,810,926,51,439
932,594,775,281,47,744,975,346,539,25,794
933,541,14,715,458,510,251,66,303,866,850
934,870,263,275,709,304,117,229,602,431,379
935,685,489,269,356,610,313,681,204,902,436
936,106,891,309,959,39,121,764,353,552,882
937,300,615,878,545,631,576,560,87,417,54
938,226,726,213,848,627,19,521,21,864,555
939,91,42,399,290,900,564,42,706,38,8
940,301,301,302,487,670,605,855,688,37,31
941,485,555,741,246,426,89,369,830,182,495
942,284,215,853,433,142,616,119,571,523,844
943,716,307,184,600,341,836,178,713,123,842
944,830,617,144,369,775,777,575,456,892,263
945,184,195,427,526,230,637,233,128,728,871
946,552,723,850,464,618,97,993,318,831,160
947,928,941,555,461,514,814,823,800,528,843
948,383,220,697,511,620,921,752,629,178,471
949,753,99,473,14,760,460,872,934,383,465
950,509,727,170,602,185,196,619,815,10,233
951,37,275,174,948,854,318,497,903,336,839
952,212,641,681,67,460,500,617,341,721,513
953,978,296,79,689,261,406,369,325,440,476
954,486,44,966,470,281,816,303,323,236,328
955,6,654,690,508,644,58,942,541,309,5
956,966,765,882,681,71,225,863,474,656,101
957,911,569,438,261,176,793,640,329,791,409
958,936,672,712,591,326,275,359,393,485,927
959,252,134,737,142,965,975,292,983,958,345
960,97,944,714,828,558,154,976,509,303,397
961,961,877,305,449,298,465,898,645,785,133
962,385,589,111,238,605,6,850,388,663,866
963,895,104,271,325,14,37,617,184,16,738
964,438,545,905,219,332,142,712,35,983,622
965,234,343,49,269,196,779,251,662,26,780
966,717,549,230,315,233,666,328,225,378,2
967,19,141,74,414,323,448,487,542,345,256
968,537,291,500,227,41,856,72,319,958,517
969,202,484,154,881,917,325,255,934,615,188
970,635,5,148,107,329,107,324,276,214,11
971,855,576,68,93,612,520,137,110,326,494
972,988,737,814,106,319,292,402,264,482,769
973,990,137,361,85,744,808,767,278,390,914
974,39,830,971,87,357,652,504,887,127,992
975,213,606,40,285,60,45,832,562,242,87
976,166,309,866,97,931,254,435,410,153,749
977,996,151,151,777,736,289,351,647,248,528
978,787,68,949,125,420,666,54,344,604,579
979,475,623,388,324,765,305,57,32,969,398
980,164,624,206,605,618,314,850,237,920,909
981,681,358,850,887,673,789,352,273,210,627
982,344,933,707,714,790,150,121,564,325,733
983,448,403,750,75,73,81,160,448,795,767
984,110,774,851,67,230,496,907,200,88,539
985,673,853,891,550,652,687,726,128,754,447
986,586,94,1,587,79,20,748,981,927,210
987,471,760,176,485,388,682,504,59,476,927
988,295,347,983,353,703,701,555,483,96,284
989,868,441,869,179,711,897,536,764,557,42
990,789,617,613,953,103,652,68,340,343,584
991,276,188,319,635,790,592,898,929,693,946
992,662,303,871,458,662,191,923,22,736,852
993,584,806,61,836,804,9,518,480,175,866
994,352,321,105,289,535,908,383,647,255,469
995,23,2,169,647,937,780,582,19,812,527
996,545,418,500,264,307,483,193,877,750,799
997,778,839,411,969,658,179,966,138,710,566
998,737,884,438,804,744,447,147,767,406,467
999,313,95,626,532,73,101,625,54,333,630
1000,807,439,728,521,490,224,501,81,588,875
1001,260,974,386,976,550,706,434,105,742,125
1002,599,581,604,35,102,654,684,511,824,884
1003,748,969,218,590,911,144,717,412,469,757
1004,436,791,786,717,689,741,7,61,469,153
1005,903,1,0,899,544,664,922,633,110,283
1006,155,167,969,47,938,363,864,187,663,752
1007,803,793,563,28,562,97,826,752,922,937
1008,774,374,825,48,615,662,563,321,843,626
1009,335,566,655,657,643,743,428,805,877,384
1010,149,356,779,467,705,925,675,728,346,541
1011,413,943,369,77,917,243,715,63,334,422
1012,387,53,693,53,492,374,182,511,352,208
1013,202,910,918,128,951,515,600,565,940,823
1014,431,352,426,513,541,853,324,321,595,465
1015,415,389,582,489,349,426,956,920,74,644
1016,252,755,271,807,641,926,265,262,457,587
1017,974,268,146,749,877,375,705,642,740,242
1018,135,847,813,893,794,667,605,718,343,334
1019,225,673,704,351,432,88,315,946,265,247
1020,454,768,459,964,905,370,137,759,326,506
1021,732,51,554,651,705,824,612,125,878,685
1022,875,992,63,5,777,46,453,456,892,429
1023,48,80,69,688,359,674,491,89,275,500
1024,875,84,17,456,641,43,997,104,77,767
1025,28,851,17,586,27,83,692,563,816,368
1026,787,781,551,780,805,642,867,379,738,456
1027,271,360,164,693,868,915,493,187,901,493
1028,706,85,954,909,31,275,605,572,425,66
1029,981,471,550,78,358,501,679,896,466,562
1030,942,812,690,70,211,93,822,479,639,467
1031,213,169,750,954,869,847,597,22,494,509
1032,672,403,495,910,309,569,302,858,726,551
1033,319,994,480,119,839,217,786,632,489,251
1034,946,790,459,178,854,984,776,795,319,162
1035,653,813,692,813,793,286,704,174,159,908
1036,638,405,940,376,51,982,151,619,156,396
1037,454,101,662,214,647,542,168,433,283,31
1038,322,67,500,274,182,186,818,576,239,119
1039,374,786,353,764,288,137,668,807,102,737
1040,947,263,731,219,796,732,561,454,679,127
1041,238,698,547,448,506,765,523,398,14,363
1042,5,685,507,699,357,471,999,280,819,190
1043,404,907,202,661,398,343,973,412,680,133
1044,480,521,872,785,158,647,601,435,893,531
1045,564,210,421,982,752,211,687,958,485,842
1046,953,445,91,417,323,240,14,703,277,639
1047,748,891,813,233,361,124,342,926,212,678
1048,219,590,996,790,144,475,100,633,15,893
1049,964,848,717,749,47,669,372,548,86,963
1050,844,413,855,529,831,955,539,412,15,873
